Zip,July 2021,August 2021,September 2021,October 2021,November 2021,December 2021,January 2022,February 2022,March 2022,April 2022,May 2022,June 2022,July 2022,August 2022,September 2022,October 2022,November 2022,December 2022,January 2023,February 2023,March 2023,zip_2022_total,zip_overall_total,OBJECTID,ZIPCODE2,ZIPNAME,EXISTING,Shape_Length,Shape_Area
21163,1,1,0,4,1,3,2,2,3,1,1,2,3,3,3,6,3,3,2,4,5,32,53,347,02402721163,Woodstock,MDPV_2017_18,14466.6438396221,11892396.2266116
20712,2,0,2,3,2,1,2,3,4,5,3,1,1,2,2,2,3,4,2,4,4,32,52,473,02403320712,Mount Rainier,MDPV_2017_18,9630.85729322838,2962828.78304278
21830,0,2,2,1,1,1,6,0,2,4,3,2,2,2,3,2,5,3,6,3,2,34,52,291,02404521830,Hebron,MDPV2017_18,107288.834526425,142236972.668162
21837,1,1,2,3,3,3,2,2,1,2,1,2,3,5,3,4,2,2,6,2,2,29,52,292,02404521837,Mardela Springs,MDPV2017_18,152388.424318019,200539942.335291
21035,0,1,3,1,0,2,5,2,0,3,3,2,3,4,3,3,3,3,1,1,8,34,51,525,02400321035,Davidsonville,MDPV_2017_18,61981.4066638276,119244476.84965
21204,4,1,3,3,1,1,1,1,0,2,3,3,1,4,2,2,4,4,4,5,2,27,51,41,02400521204,Towson,MDPV2017_18,31806.303182402102,25125569.800724
20675,1,3,0,3,3,2,1,2,3,4,0,4,1,1,2,2,2,1,2,3,10,23,50,135,02401720675,Pomfret,MDPV2017_18,30670.9686948618,26720024.8457442
20837,0,2,3,0,2,1,3,2,4,3,2,3,0,3,3,3,2,4,2,4,4,32,50,412,02403120837,Poolesville,MDPV_2017_18,65781.470826691,183220741.492106
20733,1,0,1,0,2,3,1,0,4,6,3,2,0,4,2,5,3,4,3,2,3,34,49,517,02400320733,Churchton,MDPV_2017_18,31646.9580343604,17876762.2179394
21131,1,0,0,5,1,1,4,1,0,6,1,1,2,6,2,2,1,3,4,3,5,29,49,31,02400521131,Phoenix,MDPV2017_18,77612.5521059552,90680487.4371769
21152,1,1,1,0,2,1,2,2,2,0,2,2,2,5,5,4,4,4,4,3,2,34,49,34,02400521152,Sparks Glencoe,MDPV2017_18,69454.6802788873,106877552.951412
21727,1,0,1,1,3,0,0,2,1,4,2,1,5,4,3,4,3,2,4,3,5,31,49,165,02402121727,Emmitsburg,MDPV2017_18,70675.75104384,144203673.491066
21034,0,0,0,1,3,2,4,0,5,6,2,0,1,4,3,2,3,0,0,4,8,30,48,208,02402521034,Darlington,MDPV2017_18,71276.821413703,119464995.221734
21651,1,0,2,1,3,2,2,1,7,3,3,2,3,2,2,3,2,2,5,1,1,32,48,227,02402921651,Millington,MDPV2017_18,106212.638264561,119579748.508597
21651,1,0,2,1,3,2,2,1,7,3,3,2,3,2,2,3,2,2,5,1,1,32,48,240,02403521651,Millington,MDPV2017_18,91209.5367674156,65004813.8920532
20861,0,1,1,0,0,0,2,0,0,4,0,0,1,1,2,2,2,22,3,3,1,36,45,415,02403120861,Ashton,MDPV_2017_18,31124.0081020969,21384471.615234
21915,1,1,1,3,2,5,6,3,4,2,2,2,0,3,2,1,2,1,1,2,1,28,45,110,02401521915,Chesapeake City,MDPV2017_18,85992.6574811283,114262160.348942
20618,2,1,2,2,1,1,3,3,2,3,0,4,4,3,4,2,1,2,0,0,3,31,43,386,02403720618,Bushwood,MDPV_2017_18,42433.9373109368,33276259.4893687
21755,0,0,0,2,1,1,0,3,4,5,0,1,2,5,3,2,2,4,4,3,1,31,43,167,02402121755,Jefferson,MDPV2017_18,96976.8263893801,144443943.172329
21640,0,0,2,1,1,1,3,1,5,2,3,3,2,2,1,1,1,2,5,3,3,26,42,85,02401121640,Henderson,MDPV2017_18,72404.4916358937,84081102.8033887
21640,0,0,2,1,1,1,3,1,5,2,3,3,2,2,1,1,1,2,5,3,3,26,42,237,02403521640,Henderson,MDPV2017_18,36478.6278240347,28824835.3514761
20689,0,1,2,3,0,1,2,0,0,1,1,2,2,2,4,1,3,5,5,4,1,23,40,75,02400920689,Sunderland,MDPV2017_18,28510.0497113485,30014596.0841498
21631,0,1,7,2,2,1,4,3,0,1,0,2,2,5,1,1,0,1,5,1,1,20,40,143,02401921631,East New Market,MDPV2017_18,115046.766373215,110449806.477872
21029,0,1,2,4,3,0,2,2,2,0,1,3,0,5,1,2,1,0,3,5,2,19,39,362,02402721029,Clarksville,MDPV_2017_18,76065.7912726434,70576932.4092853
21557,1,2,1,0,2,1,0,1,3,3,3,2,1,1,3,1,0,9,0,2,3,27,39,9,02400121557,Rawlings,MDPV2017_18,66348.670262829,109637092.273646
21710,1,0,0,5,1,2,1,3,2,3,2,0,2,3,1,2,3,2,1,2,3,24,39,161,02402121710,Adamstown,MDPV2017_18,62715.8911821771,106353806.222484
21120,0,0,5,2,0,2,1,3,1,3,1,2,3,2,0,0,5,6,0,1,1,27,38,29,02400521120,Parkton,MDPV2017_18,168038.078534149,195497674.540402
21917,0,0,0,3,4,1,2,2,1,2,2,4,2,2,2,3,2,1,0,2,2,25,37,111,02401521917,Colora,MDPV2017_18,35177.7740752244,34776242.448386
21849,0,2,2,2,3,1,1,3,2,1,3,2,2,2,1,6,1,1,0,1,0,25,36,294,02404521849,Parsonsburg,MDPV2017_18,93159.1156453707,153329208.016875
21053,0,1,0,3,0,2,1,1,1,2,1,3,5,4,1,2,0,1,2,3,2,22,35,17,02400521053,Freeland,MDPV2017_18,54809.3272514984,92700676.0074241
21528,0,0,2,1,0,1,1,0,2,1,1,3,1,1,2,1,6,3,3,2,4,22,35,NA,NA,NA,NA,NA,NA
21539,0,0,4,3,2,1,0,1,3,3,2,1,1,3,2,3,1,1,1,0,2,21,34,5,02400121539,Lonaconing,MDPV2017_18,35065.6071654564,65669460.7667893
21539,0,0,4,3,2,1,0,1,3,3,2,1,1,3,2,3,1,1,1,0,2,21,34,194,02402321539,Lonaconing,MDPV2017_18,65617.0585323468,115653880.702246
21658,0,1,2,3,1,1,3,3,3,3,3,1,0,3,2,1,0,0,1,1,2,22,34,242,02403521658,Queenstown,MDPV2017_18,274806.846827314,176946063.365047
21757,0,0,0,3,1,3,3,1,0,2,1,1,0,1,4,3,1,3,4,3,0,20,34,98,02401321757,Keymar,MDPV2017_18,59165.0487066843,80303975.6426658
21757,0,0,0,3,1,3,3,1,0,2,1,1,0,1,4,3,1,3,4,3,0,20,34,168,02402121757,Keymar,MDPV2017_18,45314.3939497863,72774054.9897211
21822,0,0,2,2,0,1,3,0,2,0,2,0,1,3,2,3,1,6,3,2,1,23,34,248,02403921822,Eden,MDPV2017_18,41339.3680001366,46771690.293369
21822,0,0,2,2,0,1,3,0,2,0,2,0,1,3,2,3,1,6,3,2,1,23,34,289,02404521822,Eden,MDPV2017_18,67242.6661534422,86352190.5106934
20751,1,1,0,1,2,0,3,0,3,2,1,1,2,2,1,1,2,3,3,1,2,21,32,533,02400320751,Deale,MDPV_2017_18,51350.165360018,18204532.8574501
21625,0,1,1,1,1,2,2,2,1,1,1,4,2,3,1,2,1,2,2,1,1,22,32,257,02404121625,Cordova,MDPV2017_18,84142.1688604538,156719015.426369
21668,1,1,3,1,3,1,2,0,2,1,1,2,0,1,0,2,1,4,3,0,3,16,32,244,02403521668,Sudlersville,MDPV2017_18,127161.002073636,190336200.796748
21733,0,1,0,1,0,1,4,1,2,4,0,3,3,2,1,2,0,1,3,1,2,23,32,273,02404321733,Fairplay,MDPV2017_18,27218.5900635242,30207751.4602088
21838,0,0,1,2,1,1,1,2,3,2,2,1,2,1,2,1,0,4,1,3,2,21,32,250,02403921838,Marion Station,MDPV2017_18,161704.945501956,223583489.861334
21918,0,0,1,2,0,0,1,2,3,4,0,1,1,1,1,4,2,2,4,1,2,22,32,112,02401521918,Conowingo,MDPV2017_18,56469.4732758305,77853888.5938342
21673,0,1,2,2,1,1,1,1,0,2,0,0,3,1,2,1,3,1,2,5,2,15,31,266,02404121673,Trappe,MDPV2017_18,205587.450067656,221459918.26084
21871,0,0,3,1,0,0,1,1,2,2,4,0,0,3,3,2,2,1,4,2,0,21,31,253,02403921871,Westover,MDPV2017_18,333809.942485845,283886346.566589
21561,1,1,1,3,1,3,1,1,1,1,1,0,1,1,3,0,1,0,4,4,1,11,30,197,02402321561,Swanton,MDPV2017_18,134202.60603608,404353767.01149
21111,1,1,2,2,2,2,0,0,1,1,1,1,0,1,2,0,2,1,6,1,2,10,29,27,02400521111,Monkton,MDPV2017_18,70303.6665306042,121793508.367388
21111,1,1,2,2,2,2,0,0,1,1,1,1,0,1,2,0,2,1,6,1,2,10,29,217,02402521111,Monkton,MDPV2017_18,34455.4997560768,35124698.2568086
21160,0,0,1,3,1,0,0,1,1,0,2,3,6,0,4,0,0,1,1,4,1,18,29,220,02402521160,Whiteford,MDPV2017_18,56901.6086471888,69202462.591084
21536,3,1,5,0,0,0,2,0,3,2,0,2,0,0,1,0,1,4,2,1,1,15,28,192,02402321536,Grantsville,MDPV2017_18,142482.543850579,396817544.826594
21542,0,1,1,0,2,1,1,0,0,0,0,1,1,3,3,3,2,4,1,1,3,18,28,NA,NA,NA,NA,NA,NA
21773,0,1,0,0,1,3,1,1,1,0,1,1,0,2,3,2,3,6,0,2,0,21,28,173,02402121773,Myersville,MDPV2017_18,65673.165965729,150143578.136967
21636,1,0,0,0,0,2,1,0,1,1,2,1,0,2,2,3,5,2,1,2,1,20,27,83,02401121636,Goldsboro,MDPV2017_18,76633.2587269627,99839857.6450415
21874,1,0,0,1,1,2,0,0,3,1,1,1,2,3,2,2,2,4,1,0,0,21,27,298,02404521874,Willards,MDPV2017_18,57598.9053024242,115521078.115734
21028,0,2,0,1,2,0,2,1,0,0,0,2,1,1,1,2,2,3,4,0,2,15,26,207,02402521028,Churchville,MDPV2017_18,37350.4155856834,57136681.5722318
21155,0,0,0,1,2,1,0,1,1,1,4,1,2,1,1,1,2,6,0,0,1,21,26,36,02400521155,Upperco,MDPV2017_18,56115.4440424628,94816916.1608039
21155,0,0,0,1,2,1,0,1,1,1,4,1,2,1,1,1,2,6,0,0,1,21,26,95,02401321155,Upperco,MDPV2017_18,20348.1929638083,9941560.68927056
21913,0,0,0,1,2,1,0,2,2,1,0,1,2,3,2,2,1,1,2,1,2,17,26,NA,NA,NA,NA,NA,NA
20621,0,1,0,2,0,1,1,1,0,2,1,0,4,1,1,3,1,1,1,0,4,16,25,384,02403720621,Chaptico,MDPV_2017_18,64403.6858782383,60876200.8078181
21132,2,1,1,2,1,0,2,0,0,2,0,0,1,0,0,1,1,2,4,2,3,9,25,218,02402521132,Pylesville,MDPV2017_18,58403.4560258607,92656343.4356285
21555,0,3,1,0,0,3,2,1,0,1,2,1,1,1,0,4,1,3,0,1,0,17,25,8,02400121555,Oldtown,MDPV2017_18,113604.856180121,423842264.580821
21663,0,1,1,3,1,1,2,2,4,3,3,0,2,0,0,0,1,0,0,0,1,17,25,263,02404121663,Saint Michaels,MDPV2017_18,143186.11373927,56944534.0013026
21914,0,1,0,0,3,2,0,0,1,1,1,0,0,2,0,0,1,3,5,2,3,9,25,NA,NA,NA,NA,NA,NA
20645,0,0,1,0,1,1,0,0,1,0,3,1,4,1,3,2,3,1,0,0,2,19,24,129,02401720645,Issue,MDPV2017_18,14776.3421291717,5864235.48915463
21678,0,0,1,0,1,0,0,0,0,1,0,3,1,2,2,1,2,2,3,2,3,14,24,230,02402921678,Worton,MDPV2017_18,127664.745394572,164758642.215189
20658,2,0,0,2,1,0,1,0,0,0,0,2,0,2,0,1,1,2,1,6,2,9,23,131,02401720658,Marbury,MDPV2017_18,27726.2354892907,16192638.5748797
20677,0,0,0,0,1,1,1,0,0,0,1,3,1,2,1,2,2,0,4,3,1,13,23,136,02401720677,Port Tobacco,MDPV2017_18,69515.8368874937,61949775.4734001
21520,0,2,1,0,0,1,2,1,1,0,0,1,2,2,1,1,2,0,3,2,1,13,23,186,02402321520,Accident,MDPV2017_18,140293.271166141,293706767.807753
20711,1,1,1,3,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,4,2,8,22,538,02400320711,Lothian,MDPV_2017_18,68309.5278322538,145890251.578131
20759,0,0,2,0,1,1,4,1,1,0,0,1,0,0,0,2,1,2,0,3,3,12,22,367,02402720759,Fulton,MDPV_2017_18,45293.3152291382,27540022.8747854
20763,0,0,0,1,0,2,0,0,1,2,1,2,3,2,1,0,3,0,2,2,0,15,22,363,02402720763,Savage,MDPV_2017_18,12412.0978990116,4197819.00583649
20776,2,0,1,0,0,0,1,0,2,2,0,0,1,3,0,0,1,1,3,3,2,11,22,520,02400320776,Harwood,MDPV_2017_18,88985.23235443,89733470.2551351
20776,2,0,1,0,0,0,1,0,2,2,0,0,1,3,0,0,1,1,3,3,2,11,22,539,02400320776,Harwood,MDPV_2017_18,25456.5892395995,8973925.30687684
21140,0,0,1,2,1,0,0,0,0,1,0,2,1,0,1,1,4,0,4,2,2,10,22,515,02400321140,Riva,MDPV_2017_18,15220.4043523862,5878162.81222224
21521,0,0,0,0,1,1,0,2,1,1,1,0,1,3,0,3,2,4,2,0,0,18,22,2,02400121521,Barton,MDPV2017_18,29199.1742053562,38842463.4273563
21521,0,0,0,0,1,1,0,2,1,1,1,0,1,3,0,3,2,4,2,0,0,18,22,187,02402321521,Barton,MDPV2017_18,68306.8471107699,104925338.07796
21794,0,0,0,3,0,1,1,1,0,1,1,0,2,0,2,2,2,1,2,0,3,13,22,366,02402721794,West Friendship,MDPV_2017_18,31089.9591268407,37354652.521026
20816,0,1,0,2,1,2,1,1,2,0,0,1,1,1,0,0,1,3,1,0,3,11,21,429,02403120816,Bethesda,MDPV_2017_18,22697.6534155099,18424774.8703203
21057,2,0,0,1,0,1,1,1,1,0,3,0,2,0,2,1,0,0,2,3,1,11,21,18,02400521057,Glen Arm,MDPV2017_18,50737.6091234337,68154983.9384178
20608,0,0,2,0,0,1,2,1,1,0,0,1,3,0,0,1,2,2,3,1,0,13,20,487,02403320608,Aquasco,MDPV_2017_18,50958.963665563,83004477.0449827
20620,0,0,1,0,0,0,1,0,2,3,0,0,1,2,1,1,1,1,3,0,3,13,20,390,02403720620,Callaway,MDPV_2017_18,23693.3779713616,16856260.7135603
20625,1,2,1,1,3,0,2,0,0,0,0,1,0,1,1,1,2,1,0,3,0,9,20,125,02401720625,Cobb Island,MDPV2017_18,8425.39554723322,1982810.6664391
20777,0,2,2,2,1,0,1,0,0,1,0,1,1,0,1,2,1,2,2,0,1,10,20,351,02402720777,Highland,MDPV_2017_18,31298.8123419765,32393839.7775245
20777,0,2,2,2,1,0,1,0,0,1,0,1,1,0,1,2,1,2,2,0,1,10,20,413,02403120777,Highland,MDPV_2017_18,4654.21106391208,787194.171901652
21645,0,0,0,0,0,0,1,0,0,0,3,1,1,2,4,3,2,1,2,0,0,18,20,225,02402921645,Kennedyville,MDPV2017_18,128671.171961829,193400787.33912
21912,2,0,0,0,1,1,1,1,1,2,1,0,2,0,1,0,2,0,1,2,1,11,19,109,02401521912,Warwick,MDPV2017_18,85120.5966907797,123677042.060687
21531,0,1,2,4,0,1,0,1,0,1,0,2,1,1,0,2,0,0,0,0,2,8,18,190,02402321531,Friendsville,MDPV2017_18,100443.688651126,289923410.062511
21635,0,1,0,3,1,2,0,0,0,1,2,2,1,0,0,1,1,0,1,2,0,8,18,224,02402921635,Galena,MDPV2017_18,113135.640409103,122033944.491311
21861,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,3,0,2,3,0,1,11,18,NA,NA,NA,NA,NA,NA
20611,0,1,0,2,1,0,0,0,1,1,0,1,2,2,1,1,2,0,1,1,0,11,17,119,02401720611,Bel Alton,MDPV2017_18,30812.4396949541,31246387.0068139
21104,0,1,1,1,0,0,0,3,0,0,0,0,0,3,0,0,1,2,0,5,0,9,17,26,02400521104,Marriottsville,MDPV2017_18,17582.8749916764,11972115.1130307
21104,0,1,1,1,0,0,0,3,0,0,0,0,0,3,0,0,1,2,0,5,0,9,17,93,02401321104,Marriottsville,MDPV2017_18,32899.5175945385,29205917.5599606
21104,0,1,1,1,0,0,0,3,0,0,0,0,0,3,0,0,1,2,0,5,0,9,17,357,02402721104,Marriottsville,MDPV_2017_18,39043.731987979,44308314.0687021
21210,0,1,0,0,2,1,2,3,0,1,1,0,0,0,1,0,0,0,2,3,0,8,17,46,02400521210,Baltimore,MDPV2017_18,5860.69152364923,1749911.70184218
21210,0,1,0,0,2,1,2,3,0,1,1,0,0,0,1,0,0,0,2,3,0,8,17,319,02451021210,Roland Park,MDPV2017_18,19491.9220469542,12092020.3783624
21659,0,1,2,0,0,1,0,0,1,2,1,1,2,0,0,1,1,0,3,0,1,9,17,148,02401921659,Rhodesdale,MDPV2017_18,136579.980814669,224631490.354846
21813,0,1,1,0,0,1,1,0,0,1,0,0,2,3,2,1,0,1,0,0,3,11,17,303,02404721813,Bishopville,MDPV2017_18,184879.558965624,114680203.968325
21869,0,2,3,1,0,1,0,0,1,2,0,0,1,0,0,0,0,2,0,0,4,6,17,154,02401921869,Vienna,MDPV2017_18,327118.900828236,406121117.098497
20778,0,0,0,1,1,0,1,1,0,0,3,0,1,0,2,1,0,1,1,1,2,10,16,521,02400320778,West River,MDPV_2017_18,47006.5633815132,35102833.2292117
20842,0,0,1,1,2,0,1,0,0,2,1,2,0,2,0,1,1,1,1,0,0,11,16,155,02402120842,Dickerson,MDPV2017_18,47174.4917198344,60453131.405848
20842,0,0,1,1,2,0,1,0,0,2,1,2,0,2,0,1,1,1,1,0,0,11,16,434,02403120842,Dickerson,MDPV_2017_18,118873.777108721,192733589.055978
21530,0,0,2,1,2,0,0,1,1,0,0,1,2,1,1,0,1,0,2,0,1,8,16,3,02400121530,Flintstone,MDPV2017_18,93603.135943123,267606760.809005
20693,0,1,1,1,0,2,0,0,3,2,0,0,0,1,1,1,0,0,1,1,0,8,15,137,02401720693,Welcome,MDPV2017_18,88775.8629950265,81772599.7371147
21649,0,0,1,1,0,1,0,0,0,1,0,0,2,1,1,0,0,0,2,2,3,5,15,86,02401121649,Marydel,MDPV2017_18,38698.2710692223,44849431.1397697
21649,0,0,1,1,0,1,0,0,0,1,0,0,2,1,1,0,0,0,2,2,3,5,15,239,02403521649,Marydel,MDPV2017_18,43433.5154252445,50493604.0613047
21777,0,1,2,1,1,1,1,0,0,0,0,0,2,1,2,1,0,0,1,0,1,7,15,176,02402121777,Point of Rocks,MDPV2017_18,18707.4504243392,11751927.4094517
21821,0,1,1,1,0,3,0,0,0,0,1,0,1,0,1,0,2,0,3,1,0,5,15,247,02403921821,Deal Island,MDPV2017_18,222227.401525441,99792806.1624489
20688,0,0,2,2,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,4,0,5,14,74,02400920688,Solomons,MDPV2017_18,26330.4154286488,5334894.52041072
21657,1,0,1,0,4,0,1,1,0,1,0,0,1,1,0,0,0,0,1,2,0,5,14,88,02401121657,Queen Anne,MDPV2017_18,19514.8074257582,7564078.50541771
21657,1,0,1,0,4,0,1,1,0,1,0,0,1,1,0,0,0,0,1,2,0,5,14,241,02403521657,Queen Anne,MDPV2017_18,67579.4476215202,92603539.4829201
21657,1,0,1,0,4,0,1,1,0,1,0,0,1,1,0,0,0,0,1,2,0,5,14,261,02404121657,Queen Anne,MDPV2017_18,48078.5151891739,29605400.2347784
21719,0,2,3,1,0,0,1,1,0,1,2,0,1,1,0,0,1,0,0,0,0,8,14,164,02402121719,Cascade,MDPV2017_18,8601.36705339491,1664478.0905146
21719,0,2,3,1,0,0,1,1,0,1,2,0,1,1,0,0,1,0,0,0,0,8,14,271,02404321719,Cascade,MDPV2017_18,20955.8144548175,18543682.0201676
21767,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,2,3,1,6,14,279,02404321767,Maugansville,MDPV2017_18,7100.9135343737,1606279.94646742
21865,0,0,1,0,1,0,0,3,3,0,1,0,1,1,1,2,0,0,0,0,0,12,14,297,02404521865,Tyaskin,MDPV2017_18,104770.451204181,63727263.1046606
21664,0,0,0,0,0,0,2,1,2,0,0,1,0,0,1,2,0,1,1,0,2,10,13,NA,NA,NA,NA,NA,NA
21671,0,0,0,0,2,2,0,0,0,3,1,0,0,0,3,0,0,1,1,0,0,8,13,265,02404121671,Tilghman,MDPV2017_18,30159.5230740958,8964567.25513778
21672,0,0,1,0,0,2,0,0,1,0,1,1,1,0,0,0,2,1,3,0,0,7,13,150,02401921672,Toddville,MDPV2017_18,154508.223412238,75078573.5752141
21779,0,0,0,0,1,0,0,2,0,0,0,0,1,1,2,1,0,1,2,1,1,8,13,281,02404321779,Rohrersville,MDPV2017_18,37499.0328502449,38274033.9613314
21798,0,0,0,0,0,0,1,0,2,1,1,2,1,0,0,0,0,1,3,1,0,9,13,185,02402121798,Woodsboro,MDPV2017_18,62407.7305836845,74934423.8687245
21872,1,0,0,1,0,0,1,1,1,1,0,2,0,1,0,1,0,0,2,0,1,8,13,311,02404721872,Whaleyville,MDPV2017_18,48960.2726783247,74818135.1330022
20617,0,1,0,2,1,1,0,0,0,2,0,2,0,0,1,1,0,0,0,1,0,6,12,123,02401720617,Bryantown,MDPV2017_18,26562.6609137076,28930493.862681
20818,0,0,0,0,1,0,2,0,0,1,0,0,1,2,2,0,0,1,1,0,1,9,12,428,02403120818,Cabin John,MDPV_2017_18,12950.5554963,5725808.70068929
21013,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,2,0,1,1,1,2,7,12,12,02400521013,Baldwin,MDPV2017_18,48079.9193930323,43949661.9203143
21013,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,2,0,1,1,1,2,7,12,203,02402521013,Baldwin,MDPV2017_18,24180.4364103069,18467987.8244094
21052,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,6,3,3,12,NA,NA,NA,NA,NA,NA
21607,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,0,0,0,1,0,2,9,12,231,02403521607,Barclay,MDPV2017_18,62447.1018859689,56266296.1074265
21648,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,1,1,1,1,0,0,11,12,147,02401921648,Madison,MDPV2017_18,52486.2691832899,57691704.1019409
21856,0,0,0,1,1,0,0,1,1,3,0,0,0,1,0,0,0,1,2,1,0,7,12,296,02404521856,Quantico,MDPV2017_18,101798.188046838,147543223.346522
21864,0,0,1,0,1,0,0,0,1,0,1,0,2,1,0,1,1,0,1,0,2,7,12,310,02404721864,Stockton,MDPV2017_18,64363.0248562021,84077328.7757276
21920,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,2,2,2,4,12,NA,NA,NA,NA,NA,NA
20615,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,3,0,1,4,11,67,02400920615,Broomes Island,MDPV2017_18,13039.3843047368,2983525.82230878
20628,0,1,1,0,1,1,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,7,11,393,02403720628,Dameron,MDPV_2017_18,54139.2630494316,29007827.9408761
20674,0,0,0,0,0,0,1,1,1,1,2,0,1,0,0,1,0,1,1,0,1,9,11,376,02403720674,Piney Point,MDPV_2017_18,15825.4146882394,2207940.76187517
20674,0,0,0,0,0,0,1,1,1,1,2,0,1,0,0,1,0,1,1,0,1,9,11,377,02403720674,Piney Point,MDPV_2017_18,18967.4925079,3530259.38918133
20860,0,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,2,0,1,2,7,11,411,02403120860,Sandy Spring,MDPV_2017_18,22573.8637332394,17099685.7554295
21766,0,0,1,0,0,0,0,0,4,1,0,0,1,1,0,0,0,0,0,3,0,7,11,11,02400121766,Little Orleans,MDPV2017_18,102797.509633386,191406830.043812
21814,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,8,11,288,02404521814,Bivalve,MDPV2017_18,25767.2154370722,12706174.6163885
21841,0,1,1,1,0,0,0,1,1,0,1,0,0,2,0,0,0,0,3,0,0,5,11,305,02404721841,Newark,MDPV2017_18,101630.059256218,147942944.547863
21920,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,2,2,4,11,NA,NA,NA,NA,NA,NA
21626,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,1,3,6,10,141,02401921626,Crapo,MDPV2017_18,79305.4470014916,75770164.2675726
21634,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,6,10,145,02401921634,Fishing Creek,MDPV2017_18,98888.1059081929,20857648.0612049
21778,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,1,1,0,1,7,10,177,02402121778,Rocky Ridge,MDPV2017_18,42413.311985343,78507363.9359592
21541,0,0,0,0,0,1,0,1,0,0,1,1,2,0,0,1,0,0,1,1,0,6,9,195,02402321541,McHenry,MDPV2017_18,76659.1008939253,87136022.579022
21622,2,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,4,9,140,02401921622,Church Creek,MDPV2017_18,270728.111074159,290583530.494561
21780,0,0,0,0,2,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,6,9,178,02402121780,Sabillasville,MDPV2017_18,56415.7819281748,96400332.4263883
21780,0,0,0,0,2,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,6,9,282,02404321780,Sabillasville,MDPV2017_18,9850.2426515068,2797767.26966941
20684,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,2,0,1,5,8,375,02403720684,Saint Inigoes,MDPV_2017_18,63840.114154928,34368135.5176042
20687,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,2,1,0,0,0,6,8,396,02403720687,Scotland,MDPV_2017_18,48974.0496785556,27954761.8818505
20779,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,2,0,0,6,8,537,02400320779,Tracys Landing,MDPV_2017_18,32158.2923823832,29725968.7318368
21036,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,2,1,0,0,7,8,356,02402721036,Dayton,MDPV_2017_18,28576.758684098,29459947.7129227
21071,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,6,8,19,02400521071,Glyndon,MDPV2017_18,5317.80779674469,966187.723916703
21538,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,4,8,193,02402321538,Kitzmiller,MDPV2017_18,42772.1654190859,85787918.7182152
21543,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,1,5,8,NA,NA,NA,NA,NA,NA
21641,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,2,4,8,NA,NA,NA,NA,NA,NA
21829,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,6,8,304,02404721829,Girdletree,MDPV2017_18,72252.9334741689,69448596.6779501
21840,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,1,0,1,1,0,5,8,293,02404521840,Nanticoke,MDPV2017_18,46654.8278149229,24649458.6859241
20690,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,5,7,374,02403720690,Tall Timbers,MDPV_2017_18,33138.6171673222,9903936.59057195
21524,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,1,0,5,7,NA,NA,NA,NA,NA,NA
21628,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,0,5,7,NA,NA,NA,NA,NA,NA
21675,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,4,7,151,02401921675,Wingate,MDPV2017_18,38316.2259758768,15463491.1175215
21711,0,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,4,7,269,02404321711,Big Pool,MDPV2017_18,56451.0939273297,114861289.00159
